"","YearStart","LocationAbbr","StratificationCategory1","Stratification1","Soda","Obesity","Overweight","DailyPE","WatchTV","Veg","Fruit","Exercise"
"2446",2017,"AR","Grade","12th",41.2,22.5,18.6,17.1,17.9,44.8,50.6,12.9
"2447",2013,"NH","Race/Ethnicity","Hispanic",NA,NA,NA,19.9,NA,NA,NA,25.6
"2448",2011,"VT","Race/Ethnicity","American Indian/Alaska Native",27.2,13.9,18.1,20.3,NA,31.3,41.3,33
"2449",2005,"CO","Gender","Female",NA,6.4,10,13.4,23.1,34.6,40.7,NA
"2450",2007,"SC","Gender","Female",33.7,12,18.7,20.5,42.2,45,47.9,13.8
"2451",2007,"IN","Gender","Female",27.6,9.7,14.5,20.4,26.1,37.7,39.7,16.4
"2452",2007,"ME","Gender","Male",26.3,17.5,13.8,7.3,24,26.4,41.8,NA
"2453",2005,"WY","Race/Ethnicity","2 or more races",NA,8.4,8.8,15.9,19.6,32.8,37.6,NA
"2454",2015,"NE","Race/Ethnicity","Hispanic",20,14.4,21.5,26.5,30.8,42,40.3,20.7
"2455",2009,"GA","Grade","11th",31.6,11.6,15.6,20.8,35.3,35.9,42.3,23
"2456",2015,"HI","Total","Total",13.4,12.9,15.3,6.7,21.8,NA,50.6,20.3
"2457",2011,"CO","Gender","Male",26.8,11.7,13,NA,22.4,NA,NA,36.4
"2458",2017,"AZ","Grade","9th",16,12.1,16,58.3,19.2,43,42.6,27.4
"2459",2009,"NJ","Grade","11th",17.1,10,14,NA,28.1,32.4,38.3,NA
"2460",2009,"SC","Race/Ethnicity","Non-Hispanic White",36.1,11.2,13.7,18.9,27.3,46.1,56,18.3
"2461",2009,"LA","Gender","Male",37.4,17.9,14.7,36.1,37.7,47.6,49.9,NA
"2462",2015,"NC","Gender","Male",29.8,20.2,14.6,30.4,31,41.5,41.9,33.8
"2463",2005,"DC","Race/Ethnicity","Hispanic",NA,8.9,23.5,6.4,52.6,33.9,35.5,NA
"2464",2019,"NV","Total","Total",11.8,12.3,16.7,22.1,NA,NA,49.3,21.7
"2465",2001,"DE","Grade","12th",NA,9.2,13.4,8.4,31.9,30.3,31.4,NA
"2466",2007,"MT","Grade","12th",24.4,10,13.5,20.4,19,33.5,41,18.4
"2467",2017,"ME","Gender","Female",NA,10.2,16.9,5.9,24.1,NA,38.9,15.2
"2468",2007,"US","Grade","10th",33.2,13,15.8,30.9,37,39.1,38.7,NA
"2469",2013,"MO","Grade","10th",20.5,16.3,12.6,32.9,25,42,47.9,30.8
"2470",2011,"GA","Grade","12th",29.9,13.8,12.3,22.8,38.8,40.8,46.1,20.5
"2471",2009,"UT","Race/Ethnicity","Non-Hispanic White",15.2,5.2,9.5,21.7,13.2,30.2,34.6,NA
"2472",2009,"RI","Race/Ethnicity","Hispanic",26.4,15.5,21.3,24.9,43.3,48.1,38.9,19
"2473",2001,"UT","Race/Ethnicity","Non-Hispanic White",NA,5.9,8,23.6,15.6,26.3,37.7,NA
"2474",2007,"FL","Total","Total",31,11.2,15.2,23,40.2,41,40.6,NA
"2475",2013,"UT","Grade","12th",14.6,5,10.1,11.2,14.2,28.5,34.4,19.8
"2476",2003,"NE","Grade","12th",NA,9.1,14.3,35.1,22.1,27,41.2,NA
"2477",2007,"FL","Gender","Female",26.8,6.8,15.1,17,39.7,40.4,43.7,NA
"2478",2007,"NY","Race/Ethnicity","Non-Hispanic White",23,10,15.5,6.8,26.1,NA,37.1,21.3
"2479",2003,"IN","Grade","12th",NA,9,15.7,10.1,26.9,33.3,42.8,NA
"2480",2015,"MI","Total","Total",18.9,14.3,16,22.4,21.7,42.9,42.1,24.6
"2481",2009,"TN","Gender","Female",39.5,12.9,17.3,18.3,37.9,44.5,47.7,13.1
"2482",2005,"TN","Gender","Male",NA,17,18.8,34.4,42.3,39.3,45.1,NA
"2483",2001,"FL","Race/Ethnicity","Non-Hispanic Black",NA,11.6,16.7,27.1,65.1,52.2,41.3,NA
"2484",2013,"WY","Grade","12th",27.1,11.9,12.7,23.1,22.7,32,42.7,22.8
"2485",2003,"MT","Total","Total",NA,8,11.5,32.6,25.3,33.4,41.4,NA
"2486",2015,"HI","Grade","11th",12.6,12.6,15.3,3.8,20.4,NA,48.2,19.9
"2487",2009,"FL","Grade","9th",31,9.4,16.3,36.7,42.1,43.8,39.2,NA
"2488",2007,"IA","Gender","Female",23.1,8.6,10.3,16.8,23.4,30.5,35.2,19.5
"2489",2013,"TN","Grade","11th",30.6,16.1,12.1,13.6,36,45.2,45.5,25.8
"2490",2015,"SD","Gender","Male",28.7,18.8,15.7,15.4,21.1,42.3,44.2,36.8
"2491",2003,"KY","Gender","Male",NA,19.4,14.3,28.7,31.3,46.8,53.1,NA
"2492",2005,"NJ","Gender","Female",NA,8.1,12.9,61,33.8,39.5,41.8,NA
"2493",2003,"VT","Gender","Female",NA,7,12.7,12.8,NA,26.2,31.3,NA
"2494",2011,"VT","Gender","Male",21.8,13.2,14.5,15.4,NA,27.9,30.7,32.2
"2495",2003,"KY","Gender","Female",NA,9.3,16.1,19,30.5,42.1,55.4,NA
"2496",2019,"AZ","Race/Ethnicity","Hispanic",16.1,17.3,20.2,35,20.6,53.2,53.4,21.6
"2497",2015,"ME","Race/Ethnicity","Non-Hispanic White",NA,13.2,14.7,5.5,23,NA,39.1,22
"2498",2017,"VT","Grade","10th",10.7,11.6,15,NA,NA,28,34.3,26.8
"2499",2009,"AL","Grade","10th",40,11.2,17.5,29.4,43.7,47.5,53.2,20.9
"2500",2011,"GA","Total","Total",28.2,15,15.8,29.7,36.6,43.1,42.9,25.2
"2501",2011,"DC","Total","Total",23.9,14.5,18,11.9,38.3,44.9,39.1,16.8
"2502",2013,"NJ","Race/Ethnicity","Non-Hispanic Black",13.7,9.3,17.5,48.1,41.2,45.5,33.9,24.5
"2503",2011,"TN","Grade","11th",41.9,16.1,18,13.6,31.4,41,47.6,28
"2504",2011,"AZ","Grade","10th",24.9,10.7,14.3,28.4,27.4,NA,NA,25.2
"2505",2017,"OK","Race/Ethnicity","2 or more races",18.1,20.1,19.2,21.2,21.4,50.6,52.6,31.3
"2506",2003,"AZ","Gender","Female",NA,6.6,13.7,17.5,33.2,38.8,39.7,NA
"2507",2005,"OK","Gender","Female",NA,12,15.9,22.9,36.1,42.8,49,NA
"2508",2011,"KS","Gender","Male",26.5,12.3,14.9,33.4,26.8,35.5,41,40.5
"2509",2005,"WV","Gender","Female",NA,9.7,17.1,27.8,36.1,33.1,40.4,NA
"2510",2017,"MT","Gender","Male",19,14.5,14.9,38.8,17.5,37,40.3,37
"2511",2005,"AL","Gender","Male",NA,16.4,17,54.3,35.4,46.4,50.5,NA
"2512",2017,"KS","Grade","11th",16.4,14.1,14.3,17,15.8,38.1,39.3,24.5
"2513",2011,"HI","Race/Ethnicity","Hawaiian/Pacific Islander",21.3,17.3,16.1,6.8,29.7,44.5,46.7,23.1
"2514",2001,"NC","Race/Ethnicity","2 or more races",NA,7.5,20.4,39.2,NA,38.9,41.9,NA
"2515",2009,"CO","Race/Ethnicity","Hispanic",29.1,11.4,13.9,17.2,34.9,43.8,38.4,21.1
"2516",2001,"MO","Gender","Female",NA,8.3,12.3,26.1,32.2,35.2,45.4,NA
"2517",2013,"ND","Gender","Male",30.3,16.7,15.1,NA,23.2,36.4,37,30
"2518",2001,"US","Race/Ethnicity","Non-Hispanic Black",NA,16,17.7,40.8,68.9,48.5,38.1,NA
"2519",2015,"WY","Race/Ethnicity","Hispanic",19.4,15,17.9,28.5,28.5,40.1,39.4,24.9
"2520",2011,"MD","Race/Ethnicity","Non-Hispanic White",25.9,9.1,12.5,23.1,24.1,31.3,35,NA
"2521",2009,"NC","Gender","Male",36.4,16.7,13.8,NA,37.1,39.9,43.5,33.6
"2522",2009,"UT","Grade","12th",17.7,3.5,7,12.1,12.5,29.7,32.2,NA
"2523",2011,"MT","Total","Total",23.4,8.5,12.9,33.1,22.1,33.5,38.4,28.7
"2524",2007,"TX","Grade","9th",40.6,15.5,17.1,53.3,41.9,48.4,43.5,29.1
"2525",2005,"NH","Grade","11th",NA,8.3,12.1,NA,21.2,NA,NA,NA
"2526",2019,"NJ","Race/Ethnicity","Asian",3.4,3.4,11.8,NA,9.4,NA,38.7,15.5
"2527",2005,"FL","Race/Ethnicity","Non-Hispanic Black",NA,13.4,16.2,27.4,62.3,35.6,39.8,NA
"2528",2001,"MA","Race/Ethnicity","Non-Hispanic Black",NA,16.9,16.4,16.2,53.9,NA,NA,NA
"2529",2005,"MD","Grade","11th",NA,12,14.8,10.8,36.2,39.7,41.4,NA
"2530",2001,"NC","Race/Ethnicity","Non-Hispanic White",NA,11.9,12.5,32.1,NA,31.5,43.7,NA
"2531",2001,"US","Race/Ethnicity","Non-Hispanic White",NA,8.8,12.5,29.5,31,32,39.4,NA
"2532",2007,"KS","Grade","12th",39.5,10.1,12.2,26.2,20.4,31.4,44,26.1
"2533",2009,"KS","Race/Ethnicity","Non-Hispanic White",31.1,11.7,12.5,19,24.5,33.2,38.9,29.7
"2534",2001,"MI","Race/Ethnicity","Hispanic",NA,17,15.7,32.2,47.4,34.1,35.6,NA
"2535",2007,"MD","Grade","11th",NA,12,16.1,10,41.8,42.7,42.6,NA
"2536",2013,"VA","Grade","10th",20.7,11.1,13.2,21,26.1,37.5,38.1,23.9
"2537",2005,"CT","Total","Total",NA,11.1,14.5,12.9,33.5,38.2,37.7,NA
"2538",2011,"IL","Gender","Female",22.5,7.1,15.7,71.2,27.6,43.8,39.4,15.8
"2539",2007,"WV","Grade","10th",45,11.3,15.6,18.2,33.9,40.2,43.2,25.1
"2540",2013,"NC","Grade","12th",30.3,13.7,14.8,NA,30.9,41.3,43.6,21.2
"2541",2005,"MA","Grade","11th",NA,9.7,17.1,21.3,29.3,NA,NA,NA
"2542",2009,"KY","Total","Total",35.7,17.4,15.4,23.1,28.8,41.3,49.2,21.4
"2543",2013,"NY","Gender","Male",25.1,12.3,13.9,19.6,28.5,NA,35.1,33.8
"2544",2001,"VT","Grade","9th",NA,8.9,12.7,42.9,NA,29.3,29.1,NA
"2545",2005,"VT","Grade","11th",NA,8.9,14.5,9,NA,28.8,28.9,NA
"2546",2001,"WI","Grade","12th",NA,7.5,14.1,NA,NA,NA,NA,NA
"2547",2015,"ME","Grade","12th",NA,13.7,14.5,4,23.5,NA,38.2,20.4
"2548",2015,"NY","Grade","9th",13.2,12.5,14.3,17.3,28.1,NA,43.5,29
"2549",2013,"NE","Race/Ethnicity","Hispanic",19,21.2,16.5,31.2,30.9,43.6,42.7,21.7
"2550",2009,"CO","Grade","10th",25.6,6.2,10.2,22.1,22.7,32.5,33.1,28.3
"2551",2009,"IL","Grade","11th",27.9,10.9,17.9,65.4,32.7,42.1,37.9,22.2
"2552",2011,"LA","Grade","9th",38.1,14.6,21.1,50.7,46.4,54.2,49.2,23
"2553",2011,"AL","Gender","Male",42.5,19.7,15.3,44.7,40.8,41.7,41.6,41.7
"2554",2013,"MS","Gender","Female",34.7,11.7,16.3,25.2,40.7,47.2,55.5,17.5
"2555",2011,"IN","Race/Ethnicity","Non-Hispanic White",29.6,13.4,15.2,19.2,23,40.4,46.5,25.6
"2556",2001,"FL","Grade","11th",NA,7.9,16,20.9,40,39.5,40.9,NA
"2557",2013,"LA","Race/Ethnicity","Non-Hispanic Black",NA,16.2,18.9,32.7,43.3,NA,NA,NA
"2558",2007,"NY","Race/Ethnicity","Hawaiian/Pacific Islander",23.4,8.6,18.7,22.8,37.3,NA,40.8,18.2
"2559",2011,"NE","Race/Ethnicity","Hispanic",26.4,15.9,17.6,34.7,31,43.7,40.9,23.3
"2560",2007,"NM","Total","Total",28,10.9,13.5,29.8,27.9,37.8,44.7,22.1
"2561",2013,"TN","Race/Ethnicity","Non-Hispanic White",34.5,15,16,20.2,27.8,43.7,48.7,26
"2562",2013,"MI","Race/Ethnicity","Hispanic",20,17.1,12.8,24.5,36.2,43.1,36.3,26.9
"2563",2013,"NY","Race/Ethnicity","American Indian/Alaska Native",15,19.6,14.2,29.6,22.2,NA,43.9,34
"2564",2013,"NY","Gender","Female",15.8,8.9,13.7,18.2,26.4,NA,39.3,17.6
"2565",2005,"FL","Race/Ethnicity","Non-Hispanic White",NA,8.6,12.4,25.3,29.5,17.1,43.1,NA
"2566",2015,"PA","Grade","12th",20.2,14.8,15.2,16.8,26.6,42.1,42.8,24
"2567",2013,"OH","Total","Total",20.5,13,15.9,NA,28.2,38.3,38.8,25.9
"2568",2007,"HI","Grade","10th",18.7,16.7,16.3,5.5,36.2,51.6,55.2,18.6
"2569",2013,"AK","Race/Ethnicity","Asian",23,NA,NA,16.9,22.8,36.7,41.5,15.1
"2570",2009,"TN","Gender","Male",42.8,18.5,14.8,27.4,37.8,43.4,46.4,34.8
"2571",2013,"DE","Race/Ethnicity","Non-Hispanic Black",23.4,16.1,20.6,15.3,45.9,NA,35.6,21
"2572",2015,"IL","Total","Total",18.3,12.6,15.4,60.7,21.8,42.9,40.4,26.8
"2573",2007,"MS","Grade","10th",45.7,16,18.6,21.4,51.6,48.3,43.2,23.3
"2574",2001,"FL","Race/Ethnicity","Non-Hispanic White",NA,9.3,11.7,25.6,34.4,33.8,43.4,NA
"2575",2005,"MD","Grade","10th",NA,10.6,14.9,15.2,37.5,42.1,40.2,NA
"2576",2017,"US","Race/Ethnicity","2 or more races",18.1,17.7,13.8,27.9,21.3,43.1,39.5,28.3
"2577",2011,"WY","Race/Ethnicity","American Indian/Alaska Native",44.8,18.1,18.9,44.3,34.5,34.2,36.3,37.1
"2578",2011,"MA","Race/Ethnicity","2 or more races",17.8,17,25.4,21.1,24.7,NA,NA,NA
"2579",2005,"DE","Gender","Male",NA,17.4,14.3,32.2,45.6,44.6,41.7,NA
"2580",2005,"SC","Race/Ethnicity","Non-Hispanic Black",NA,16,16.8,20.4,59.9,53,44.2,NA
"2581",2011,"TN","Race/Ethnicity","Non-Hispanic Black",39.6,18,18.6,17.8,58.3,46.7,41.9,26.7
"2582",2005,"NC","Grade","12th",NA,14,16.9,26.4,34.7,NA,NA,NA
"2583",2001,"RI","Race/Ethnicity","Non-Hispanic White",NA,8.5,13.6,12.6,28.2,26.8,30.8,NA
"2584",2011,"NE","Gender","Female",22.5,8,13.6,27.9,23.6,38.1,42.9,19.8
"2585",2017,"NM","Total","Total",20.2,15.3,16.4,25.7,21.1,39.5,44.6,30.8
"2586",2017,"NY","Total","Total",13.7,12.4,16.2,15.2,20.7,NA,41,23.2
"2587",2005,"NJ","Grade","12th",NA,10.6,14.2,55.7,30.4,39.8,39,NA
"2588",2015,"WY","Race/Ethnicity","American Indian/Alaska Native",23.1,22.1,17.8,31.3,31.2,38.9,44.5,32.5
"2589",2017,"PR","Gender","Male",25.8,13.7,11.7,0.1,25.8,60.7,49.8,20.5
"2590",2019,"MA","Race/Ethnicity","Non-Hispanic Black",14.6,19.8,19.9,19.7,NA,55.1,51,13.5
"2591",2007,"HI","Race/Ethnicity","2 or more races",18.8,11.6,15.8,6.9,35,47.1,49.5,15.6
"2592",2019,"WV","Grade","12th",33.6,26.3,13.5,16.9,21.6,50.6,59.3,22.7
"2593",2015,"NE","Grade","12th",26.3,16,17.4,29.1,18.4,34.4,43,25.9
"2594",2001,"MI","Gender","Male",NA,13.9,14.6,32.7,31.5,35,35.8,NA
"2595",2019,"CO","Grade","11th",NA,9.1,12.4,10,NA,34.1,47.7,22.7
"2596",2005,"VT","Gender","Female",NA,5.8,12.6,11.7,NA,28.1,30.9,NA
"2597",2011,"OH","Gender","Female",21.9,11.8,13.3,20,29.6,41.1,44.5,15.4
"2598",2015,"IL","Grade","9th",16.4,10.1,14.8,55.5,21.4,42.7,38.7,29.7
"2599",2019,"NJ","Total","Total",9.9,11.9,14.7,NA,17.6,NA,42.2,22.7
"2600",2019,"RI","Grade","11th",NA,11.8,13.4,14,NA,42.4,44.1,17.9
"2601",2013,"US","Grade","12th",26,13.5,16.2,20.2,31.3,36.9,38.3,24.3
"2602",2011,"RI","Race/Ethnicity","2 or more races",26.1,17.8,16.8,22.9,33,33.1,30.8,28.8
"2603",2013,"SC","Race/Ethnicity","Non-Hispanic White",30.6,11.8,15.1,NA,24,41.3,48.6,24.7
"2604",2013,"MO","Race/Ethnicity","Hispanic",17.6,18.3,15.2,25.6,30.5,47,51.3,19
"2605",2001,"NC","Gender","Male",NA,16.6,15.5,40.6,NA,37.4,41.9,NA
"2606",2017,"IA","Grade","9th",18.9,15.1,17.3,18.7,22.5,48.1,41.7,30.6
"2607",2013,"MD","Grade","10th",17.5,11,14.7,14.9,32.8,37.2,39.7,22.4
"2608",2011,"HI","Gender","Female",14.1,8.7,13.2,4,28.7,40.7,47.1,13.6
"2609",2011,"VT","Race/Ethnicity","Hispanic",26.4,12.5,14.3,16.5,NA,31.2,30.9,25.4
"2610",2017,"CA","Grade","11th",14.1,15.9,18.1,14.2,17.4,39.2,40.6,24.9
"2611",2015,"OK","Total","Total",29.4,17.3,15.3,33.7,28.9,42.4,45,32.2
"2612",2015,"AK","Grade","10th",18.4,13,16.9,15.1,22.6,36.9,43.9,21.8
"2613",2017,"FL","Gender","Female",14,8.6,15.3,15.4,23.9,46.9,43,14.5
"2614",2001,"UT","Gender","Male",NA,9.6,7.9,23.4,19.7,29.5,40,NA
"2615",2011,"NJ","Race/Ethnicity","Asian",11.8,2,15.1,58.5,21.2,29.7,35.2,NA
"2616",2017,"LA","Race/Ethnicity","Hispanic",23.6,NA,NA,15.1,30.4,44.8,55.9,10.2
"2617",2013,"NM","Race/Ethnicity","Asian",16.9,2.1,8.3,12.8,21.9,27.5,36.8,21.3
"2618",2005,"SC","Grade","9th",NA,13.4,13.3,35.5,41.8,46.4,49,NA
"2619",2011,"IN","Grade","9th",27.6,12.9,14.2,28.6,27.6,42.2,42.1,33.3
"2620",2005,"MI","Total","Total",NA,12,13.3,29.8,35.8,40.6,42,NA
"2621",2011,"MS","Race/Ethnicity","Non-Hispanic Black",42,18.2,19.9,29.9,54.4,47.6,34.3,21.8
"2622",2007,"KS","Grade","10th",32.6,10.9,15.5,21.1,26.6,33.6,38.4,27.5
"2623",2007,"HI","Race/Ethnicity","Hispanic",18.2,11.9,17.6,6.6,33,39.8,51.8,23.7
"2624",2011,"LA","Race/Ethnicity","Non-Hispanic White",42.1,14.5,15.4,43.4,29.8,45.3,50,25.6
"2625",2011,"AK","Race/Ethnicity","Hispanic",18,13.2,20.6,17.7,32.1,36.9,32,18.5
"2626",2001,"ND","Gender","Female",NA,4.3,10.1,29.5,20.4,34.4,37.4,NA
"2627",2011,"NM","Race/Ethnicity","Non-Hispanic White",26.2,9.5,10.8,27.1,19.6,30,40.3,30
"2628",2007,"NH","Grade","9th",27,11.9,14.7,31.7,28.5,29,42.1,29.3
"2629",2011,"AK","Grade","12th",19,9,12.9,15.8,27.8,32.9,40.7,22.4
"2630",2013,"WY","Total","Total",24.3,10.7,12.8,23.7,22.1,31.1,38.8,28.2
"2631",2013,"WI","Total","Total",19.6,11.6,13,39.4,22.5,NA,32.1,24
"2632",2009,"CO","Gender","Male",29,8.5,11.6,25.3,29.7,31.7,32,34.1
"2633",2017,"NE","Grade","9th",17.6,16,15.6,35.7,23.4,41.9,42.7,33.6
"2634",2013,"FL","Race/Ethnicity","Asian",12.9,10.9,8.7,15.3,19.7,30.2,39,17.6
"2635",2005,"FL","Gender","Male",NA,14.5,15.6,30.9,41.2,28,40,NA
"2636",2013,"WI","Grade","9th",24.1,11.8,12.4,41.1,26.9,NA,30.6,26.7
"2637",2015,"HI","Grade","10th",14.4,12.5,15.6,8.2,22.8,NA,51.6,22.5
"2638",2013,"NV","Race/Ethnicity","Non-Hispanic White",17.3,8.6,9.2,24.4,22.7,36.7,39.5,25.1
"2639",2017,"IA","Grade","12th",14.3,12.5,18.1,16.4,20.5,40.8,42.4,29.8
"2640",2013,"MO","Gender","Male",25.6,18.5,14.7,37,26.8,39.1,42.8,36.2
"2641",2017,"CT","Grade","10th",7.6,11.9,14.8,9.8,16.7,34.2,37,22
"2642",2017,"WI","Grade","10th",15.3,14.6,14.9,49.1,18.5,41.3,38.6,26
"2643",2001,"ID","Race/Ethnicity","Hispanic",NA,8.7,11.4,34.6,35.7,39.8,42.3,NA
"2644",2007,"NC","Race/Ethnicity","2 or more races",33.2,11.1,13.4,28.7,25.6,45.6,42.3,28.6
"2645",2013,"MO","Race/Ethnicity","Non-Hispanic Black",21.7,16.2,18.8,20.6,43.8,54.3,40.6,24
"2646",2017,"NC","Gender","Male",26.3,18.5,13.4,29.3,21.1,40,43.5,30.7
"2647",2007,"SC","Race/Ethnicity","Non-Hispanic Black",30.8,17.3,20.4,25.9,57,53.8,47.1,18.9
"2648",2015,"MA","Gender","Female",9.7,7.2,14.7,18.4,NA,38.2,39.8,17.6
"2649",2011,"SD","Grade","9th",24.6,6.9,13.6,41.5,22.3,38.3,38.3,34.2
"2650",2009,"LA","Grade","9th",36.9,12.9,19.2,35.8,45.1,56.9,55,NA
"2651",2017,"ME","Race/Ethnicity","Non-Hispanic Black",NA,16.1,16.5,14.8,31.3,NA,42.1,14.5
"2652",2017,"PR","Total","Total",25.5,11.2,13,0.2,24.4,64,54.9,15.3
"2653",2013,"OK","Total","Total",31.3,11.8,15.3,32.2,31.9,44.4,48.3,38.5
"2654",2005,"NC","Race/Ethnicity","2 or more races",NA,9.8,24.6,31.3,37.4,NA,NA,NA
"2655",2009,"MD","Gender","Female",18.8,8.5,14.9,15.9,37.3,37.9,34.2,NA
"2656",2007,"OH","Race/Ethnicity","Non-Hispanic White",30.9,11.5,15,25.3,28.5,39.1,45.9,26.3
"2657",2013,"UT","Grade","10th",13.7,7.9,11.7,19.4,15,33.9,31.5,18.3
"2658",2013,"TX","Gender","Male",27.1,19.4,14.8,42.4,33.5,45.6,40.6,38.9
"2659",2017,"VA","Gender","Male",19.1,14.3,14.3,16.2,19.1,40.5,41.3,29.2
"2660",2011,"ME","Race/Ethnicity","Hispanic",NA,13.6,15.3,8.8,32.3,NA,39.7,21.8
"2661",2017,"FL","Race/Ethnicity","Non-Hispanic White",18,9.3,11.5,22,18.3,37.6,41.3,26.1
"2662",2013,"SD","Grade","12th",23,11.7,11.1,11.4,27.7,38.3,40.8,21.9
"2663",2013,"RI","Gender","Male",20.2,13.3,15.6,25,28.1,37.6,38.7,30.8
"2664",2017,"OK","Grade","9th",21.5,16,17.1,36.9,25.6,53.5,54.9,31.7
"2665",2009,"FL","Race/Ethnicity","Non-Hispanic White",29.8,8.6,14.3,29.3,28.1,36.3,40.1,NA
"2666",2001,"ID","Gender","Female",NA,4.4,8.4,26.3,19.1,30.6,38.8,NA
"2667",2009,"VT","Grade","10th",22.3,12,11.9,21.2,NA,28.2,32.4,23
"2668",2011,"WV","Grade","11th",39.2,14,13,15.8,32.6,33.2,35,28.2
"2669",2009,"WV","Gender","Female",33.3,7.6,15.6,20.3,30.9,38.4,42,17
"2670",2007,"MT","Grade","9th",27.1,10.1,13.3,43.1,25.5,36.5,38.5,23.6
"2671",2015,"OK","Grade","9th",28.3,16,16.7,36.1,32.4,46.6,40.9,34.1
"2672",2005,"DE","Grade","11th",NA,15.9,11.9,20.6,42.3,39,45.7,NA
"2673",2003,"GA","Grade","11th",NA,10.7,12.8,21.9,39.5,40.3,45.9,NA
"2674",2009,"KY","Grade","12th",34.1,18,15.7,17.7,26.5,41.2,46.8,17.9
"2675",2003,"MI","Race/Ethnicity","Hispanic",NA,16.6,16.1,27.9,51.2,52.3,50.7,NA
"2676",2015,"FL","Grade","11th",20,11.8,14.8,16.6,28.7,41.1,37.6,23.6
"2677",2007,"MT","Race/Ethnicity","Hispanic",30.4,11,16.6,29.4,28.9,41,44.7,17
"2678",2017,"TN","Race/Ethnicity","Non-Hispanic Black",19,20.7,18,28.4,33.1,56.2,46.4,20.2
"2679",2015,"WV","Grade","11th",32,16.6,16,15,26.7,42.4,47.9,26.2
"2680",2009,"TX","Gender","Female",28.3,10.5,14.9,30.7,35.9,45.2,43.9,16.6
"2681",2013,"US","Race/Ethnicity","Non-Hispanic White",29,13.1,15.6,27.1,25,35.2,39.3,28.2
"2682",2017,"VT","Race/Ethnicity","American Indian/Alaska Native",20.8,18,13.4,NA,NA,31.9,39,36.6
"2683",2003,"NY","Grade","11th",NA,10.3,15.7,14,39.8,32.2,32.4,NA
"2684",2005,"OH","Gender","Male",NA,16,14.4,NA,36.7,NA,42.1,NA
"2685",2015,"KY","Race/Ethnicity","Non-Hispanic White",33.6,18.1,16.2,22.1,24.4,41,47.9,20
"2686",2013,"OK","Race/Ethnicity","Hispanic",23.6,11.8,12.4,29.6,40.6,43.5,39.4,30
"2687",2005,"HI","Grade","9th",NA,12.2,15.8,21.6,35.5,37.9,44.7,NA
"2688",2009,"DE","Race/Ethnicity","2 or more races",28.4,22,19.4,23.9,39.5,NA,43.2,26.5
"2689",2017,"ND","Race/Ethnicity","Hispanic",14.7,14.5,18,NA,22.7,40.7,30.9,25.9
"2690",2015,"MT","Race/Ethnicity","2 or more races",16.3,18.7,16.7,32.4,18.4,38.1,41.8,30.3
"2691",2011,"MD","Race/Ethnicity","Hispanic",20.9,13.2,15.3,18.9,42.3,47,38.6,NA
"2692",2005,"WY","Race/Ethnicity","Non-Hispanic White",NA,7.8,11.7,21.4,20.8,33.6,42.9,NA
"2693",2007,"TN","Grade","9th",45.8,17.4,18.8,49.7,41.3,42.3,45.6,27
"2694",2013,"AK","Grade","10th",15.3,13.3,14.5,17.3,21.2,36.6,39.9,19.6
"2695",2001,"RI","Gender","Male",NA,14.7,15.1,16.2,37.5,29.2,27.9,NA
"2696",2013,"CT","Grade","10th",12,11.7,13.1,NA,22.5,33.1,34.1,26.8
"2697",2011,"DE","Gender","Female",22.5,9.5,19.7,23.3,36.3,NA,49.3,17.6
"2698",2001,"NJ","Grade","12th",NA,8.5,15.5,62.5,37.3,37.7,37.3,NA
"2699",2013,"DE","Gender","Female",19.2,11,17.3,9,31.1,NA,38.1,14.8
"2700",2005,"WY","Grade","11th",NA,7.8,12.1,15.1,20.1,36.2,43.1,NA
"2701",2013,"GA","Grade","9th",22.8,10.3,16.2,52.2,31.4,46.5,41.4,28.8
"2702",2015,"RI","Grade","9th",11.5,12.8,18.1,13.7,22.2,42,39.6,21.5
"2703",2009,"MO","Gender","Female",23.9,10.4,13.8,25.4,29.8,35.8,42.1,16.5
"2704",2011,"US","Grade","11th",26.6,12.9,14.3,25.1,31.4,38.4,35.6,27.3
"2705",2011,"FL","Race/Ethnicity","Hispanic",25.6,11.4,14.3,21.2,39.8,46,35.3,NA
"2706",2011,"WY","Race/Ethnicity","Hispanic",26.6,14.8,18.1,22.7,29.5,41.2,42.6,24.6
"2707",2007,"OK","Race/Ethnicity","2 or more races",43.8,16,13.5,36.2,37.2,39.6,46.6,30.3
"2708",2013,"LA","Grade","11th",NA,12.1,16.2,21.1,30.3,NA,NA,NA
"2709",2007,"TX","Race/Ethnicity","Non-Hispanic Black",32.9,14.5,19.3,53.5,60.8,53.2,40.3,27
"2710",2017,"ND","Gender","Male",21,16.8,16.2,NA,19.3,40,38.6,34.1
"2711",2017,"FL","Grade","12th",17,12.1,11,15.9,22.6,44.7,42.9,19.1
"2712",2017,"NH","Race/Ethnicity","Asian",11.7,7.3,13,NA,NA,NA,37,11.6
"2713",2013,"MI","Total","Total",19.6,13,15.5,26.8,27,37.6,39.7,26.7
"2714",2005,"WY","Race/Ethnicity","Hispanic",NA,11.7,17.3,22.1,35.3,39.3,52.3,NA
"2715",2017,"NY","Grade","9th",12.5,11.4,18.1,15.8,19.4,NA,38.8,28.8
"2716",2017,"ND","Race/Ethnicity","Non-Hispanic White",15.7,14.3,14.6,NA,17,39,40.2,26.1
